stimulus_id,ground_truth_tag,model,condition,epistemic_evidence,stem_term,source
S038,ASSERTIVE,claude-3.5-sonnet,2B,N/A (no hedge cues),AP-1,CoNLL-2010
S038,ASSERTIVE,gemini-1.5-pro,2B,N/A (no hedge cues),AP-1,CoNLL-2010
S038,ASSERTIVE,gpt-4o,3A,N/A (no hedge cues),AP-1,CoNLL-2010
S038,ASSERTIVE,claude-3.5-sonnet,3A,N/A (no hedge cues),AP-1,CoNLL-2010
S038,ASSERTIVE,gemini-1.5-pro,3A,N/A (no hedge cues),AP-1,CoNLL-2010
S038,ASSERTIVE,gpt-4o,3B,N/A (no hedge cues),AP-1,CoNLL-2010
S038,ASSERTIVE,claude-3.5-sonnet,3B,N/A (no hedge cues),AP-1,CoNLL-2010
S038,ASSERTIVE,gemini-1.5-pro,3B,N/A (no hedge cues),AP-1,CoNLL-2010
S038,ASSERTIVE,gpt-4o,3C,N/A (no hedge cues),AP-1,CoNLL-2010
S038,ASSERTIVE,claude-3.5-sonnet,3C,N/A (no hedge cues),AP-1,CoNLL-2010
S038,ASSERTIVE,gemini-1.5-pro,3C,N/A (no hedge cues),AP-1,CoNLL-2010
S039,ASSERTIVE,gpt-4o,1A,N/A (no hedge cues),monocytes,CoNLL-2010
S039,ASSERTIVE,claude-3.5-sonnet,1A,N/A (no hedge cues),monocytes,CoNLL-2010
S039,ASSERTIVE,gemini-1.5-pro,1A,N/A (no hedge cues),monocytes,CoNLL-2010
S039,ASSERTIVE,gpt-4o,1B,N/A (no hedge cues),monocytes,CoNLL-2010
S039,ASSERTIVE,claude-3.5-sonnet,1B,N/A (no hedge cues),monocytes,CoNLL-2010
S039,ASSERTIVE,gemini-1.5-pro,1B,N/A (no hedge cues),monocytes,CoNLL-2010
S039,ASSERTIVE,gpt-4o,1C,N/A (no hedge cues),monocytes,CoNLL-2010
S039,ASSERTIVE,claude-3.5-sonnet,1C,N/A (no hedge cues),monocytes,CoNLL-2010
S039,ASSERTIVE,gemini-1.5-pro,1C,N/A (no hedge cues),monocytes,CoNLL-2010
S039,ASSERTIVE,gpt-4o,2A,N/A (no hedge cues),monocytes,CoNLL-2010
S039,ASSERTIVE,claude-3.5-sonnet,2A,N/A (no hedge cues),monocytes,CoNLL-2010
S039,ASSERTIVE,gemini-1.5-pro,2A,N/A (no hedge cues),monocytes,CoNLL-2010
S039,ASSERTIVE,gpt-4o,2B,N/A (no hedge cues),monocytes,CoNLL-2010
S039,ASSERTIVE,claude-3.5-sonnet,2B,N/A (no hedge cues),monocytes,CoNLL-2010
S039,ASSERTIVE,gemini-1.5-pro,2B,N/A (no hedge cues),monocytes,CoNLL-2010
S039,ASSERTIVE,gpt-4o,3A,N/A (no hedge cues),monocytes,CoNLL-2010
S039,ASSERTIVE,claude-3.5-sonnet,3A,N/A (no hedge cues),monocytes,CoNLL-2010
S039,ASSERTIVE,gemini-1.5-pro,3A,N/A (no hedge cues),monocytes,CoNLL-2010
S039,ASSERTIVE,gpt-4o,3B,N/A (no hedge cues),monocytes,CoNLL-2010
S039,ASSERTIVE,claude-3.5-sonnet,3B,N/A (no hedge cues),monocytes,CoNLL-2010
S039,ASSERTIVE,gemini-1.5-pro,3B,N/A (no hedge cues),monocytes,CoNLL-2010
S039,ASSERTIVE,gpt-4o,3C,N/A (no hedge cues),monocytes,CoNLL-2010
S039,ASSERTIVE,claude-3.5-sonnet,3C,N/A (no hedge cues),monocytes,CoNLL-2010
S039,ASSERTIVE,gemini-1.5-pro,3C,N/A (no hedge cues),monocytes,CoNLL-2010
S040,ASSERTIVE,gpt-4o,1A,N/A (no hedge cues),IL-2,CoNLL-2010
S040,ASSERTIVE,claude-3.5-sonnet,1A,N/A (no hedge cues),IL-2,CoNLL-2010
S040,ASSERTIVE,gemini-1.5-pro,1A,N/A (no hedge cues),IL-2,CoNLL-2010
S040,ASSERTIVE,gpt-4o,1B,N/A (no hedge cues),IL-2,CoNLL-2010
S040,ASSERTIVE,claude-3.5-sonnet,1B,N/A (no hedge cues),IL-2,CoNLL-2010
S040,ASSERTIVE,gemini-1.5-pro,1B,N/A (no hedge cues),IL-2,CoNLL-2010
S040,ASSERTIVE,gpt-4o,1C,N/A (no hedge cues),IL-2,CoNLL-2010
S040,ASSERTIVE,claude-3.5-sonnet,1C,N/A (no hedge cues),IL-2,CoNLL-2010
S040,ASSERTIVE,gemini-1.5-pro,1C,N/A (no hedge cues),IL-2,CoNLL-2010
S040,ASSERTIVE,gpt-4o,2A,N/A (no hedge cues),IL-2,CoNLL-2010
S040,ASSERTIVE,claude-3.5-sonnet,2A,N/A (no hedge cues),IL-2,CoNLL-2010
S040,ASSERTIVE,gemini-1.5-pro,2A,N/A (no hedge cues),IL-2,CoNLL-2010
S040,ASSERTIVE,gpt-4o,2B,N/A (no hedge cues),IL-2,CoNLL-2010
S040,ASSERTIVE,claude-3.5-sonnet,2B,N/A (no hedge cues),IL-2,CoNLL-2010
S040,ASSERTIVE,gemini-1.5-pro,2B,N/A (no hedge cues),IL-2,CoNLL-2010
S040,ASSERTIVE,gpt-4o,3A,N/A (no hedge cues),IL-2,CoNLL-2010
S040,ASSERTIVE,claude-3.5-sonnet,3A,N/A (no hedge cues),IL-2,CoNLL-2010
S040,ASSERTIVE,gemini-1.5-pro,3A,N/A (no hedge cues),IL-2,CoNLL-2010
S040,ASSERTIVE,gpt-4o,3B,N/A (no hedge cues),IL-2,CoNLL-2010
S040,ASSERTIVE,claude-3.5-sonnet,3B,N/A (no hedge cues),IL-2,CoNLL-2010
S040,ASSERTIVE,gemini-1.5-pro,3B,N/A (no hedge cues),IL-2,CoNLL-2010
S040,ASSERTIVE,gpt-4o,3C,N/A (no hedge cues),IL-2,CoNLL-2010
S040,ASSERTIVE,claude-3.5-sonnet,3C,N/A (no hedge cues),IL-2,CoNLL-2010
S040,ASSERTIVE,gemini-1.5-pro,3C,N/A (no hedge cues),IL-2,CoNLL-2010
S041,UNCERTAIN,gpt-4o,1A,proposed,IBM,PubMed_OA
S041,UNCERTAIN,claude-3.5-sonnet,1A,proposed,IBM,PubMed_OA
S041,UNCERTAIN,gemini-1.5-pro,1A,proposed,IBM,PubMed_OA
S041,UNCERTAIN,gpt-4o,1B,proposed,IBM,PubMed_OA
S041,UNCERTAIN,claude-3.5-sonnet,1B,proposed,IBM,PubMed_OA
S041,UNCERTAIN,gemini-1.5-pro,1B,proposed,IBM,PubMed_OA
S041,UNCERTAIN,gpt-4o,1C,proposed,IBM,PubMed_OA
S041,UNCERTAIN,claude-3.5-sonnet,1C,proposed,IBM,PubMed_OA
S041,UNCERTAIN,gemini-1.5-pro,1C,proposed,IBM,PubMed_OA
S041,UNCERTAIN,gpt-4o,2A,proposed,IBM,PubMed_OA
S041,UNCERTAIN,claude-3.5-sonnet,2A,proposed,IBM,PubMed_OA
S041,UNCERTAIN,gemini-1.5-pro,2A,proposed,IBM,PubMed_OA
S041,UNCERTAIN,gpt-4o,2B,proposed,IBM,PubMed_OA
S041,UNCERTAIN,claude-3.5-sonnet,2B,proposed,IBM,PubMed_OA
S041,UNCERTAIN,gemini-1.5-pro,2B,proposed,IBM,PubMed_OA
S041,UNCERTAIN,gpt-4o,3A,proposed,IBM,PubMed_OA
S041,UNCERTAIN,claude-3.5-sonnet,3A,proposed,IBM,PubMed_OA
S041,UNCERTAIN,gemini-1.5-pro,3A,proposed,IBM,PubMed_OA
S041,UNCERTAIN,gpt-4o,3B,proposed,IBM,PubMed_OA
S041,UNCERTAIN,claude-3.5-sonnet,3B,proposed,IBM,PubMed_OA
S041,UNCERTAIN,gemini-1.5-pro,3B,proposed,IBM,PubMed_OA
S041,UNCERTAIN,gpt-4o,3C,proposed,IBM,PubMed_OA
S041,UNCERTAIN,claude-3.5-sonnet,3C,proposed,IBM,PubMed_OA
S041,UNCERTAIN,gemini-1.5-pro,3C,proposed,IBM,PubMed_OA
S042,UNCERTAIN,gpt-4o,1A,may,SPECT,PubMed_OA
S042,UNCERTAIN,claude-3.5-sonnet,1A,may,SPECT,PubMed_OA
S042,UNCERTAIN,gemini-1.5-pro,1A,may,SPECT,PubMed_OA
S042,UNCERTAIN,gpt-4o,1B,may,SPECT,PubMed_OA
S042,UNCERTAIN,claude-3.5-sonnet,1B,may,SPECT,PubMed_OA
S042,UNCERTAIN,gemini-1.5-pro,1B,may,SPECT,PubMed_OA
S042,UNCERTAIN,gpt-4o,1C,may,SPECT,PubMed_OA
S042,UNCERTAIN,claude-3.5-sonnet,1C,may,SPECT,PubMed_OA
S042,UNCERTAIN,gemini-1.5-pro,1C,may,SPECT,PubMed_OA
S042,UNCERTAIN,gpt-4o,2A,may,SPECT,PubMed_OA
S042,UNCERTAIN,claude-3.5-sonnet,2A,may,SPECT,PubMed_OA
S042,UNCERTAIN,gemini-1.5-pro,2A,may,SPECT,PubMed_OA
S042,UNCERTAIN,gpt-4o,2B,may,SPECT,PubMed_OA
S042,UNCERTAIN,claude-3.5-sonnet,2B,may,SPECT,PubMed_OA
S042,UNCERTAIN,gemini-1.5-pro,2B,may,SPECT,PubMed_OA
S042,UNCERTAIN,gpt-4o,3A,may,SPECT,PubMed_OA
S042,UNCERTAIN,claude-3.5-sonnet,3A,may,SPECT,PubMed_OA
S042,UNCERTAIN,gemini-1.5-pro,3A,may,SPECT,PubMed_OA
S042,UNCERTAIN,gpt-4o,3B,may,SPECT,PubMed_OA
S042,UNCERTAIN,claude-3.5-sonnet,3B,may,SPECT,PubMed_OA
S042,UNCERTAIN,gemini-1.5-pro,3B,may,SPECT,PubMed_OA
S042,UNCERTAIN,gpt-4o,3C,may,SPECT,PubMed_OA
S042,UNCERTAIN,claude-3.5-sonnet,3C,may,SPECT,PubMed_OA
S042,UNCERTAIN,gemini-1.5-pro,3C,may,SPECT,PubMed_OA
S043,UNCERTAIN,gpt-4o,1A,"may, might",Nanotechnology-based,PubMed_OA
S043,UNCERTAIN,claude-3.5-sonnet,1A,"may, might",Nanotechnology-based,PubMed_OA
S043,UNCERTAIN,gemini-1.5-pro,1A,"may, might",Nanotechnology-based,PubMed_OA
S043,UNCERTAIN,gpt-4o,1B,"may, might",Nanotechnology-based,PubMed_OA
S043,UNCERTAIN,claude-3.5-sonnet,1B,"may, might",Nanotechnology-based,PubMed_OA
S043,UNCERTAIN,gemini-1.5-pro,1B,"may, might",Nanotechnology-based,PubMed_OA
S043,UNCERTAIN,gpt-4o,1C,"may, might",Nanotechnology-based,PubMed_OA
S043,UNCERTAIN,claude-3.5-sonnet,1C,"may, might",Nanotechnology-based,PubMed_OA
S043,UNCERTAIN,gemini-1.5-pro,1C,"may, might",Nanotechnology-based,PubMed_OA
S043,UNCERTAIN,gpt-4o,2A,"may, might",Nanotechnology-based,PubMed_OA
S043,UNCERTAIN,claude-3.5-sonnet,2A,"may, might",Nanotechnology-based,PubMed_OA
S043,UNCERTAIN,gemini-1.5-pro,2A,"may, might",Nanotechnology-based,PubMed_OA
S043,UNCERTAIN,gpt-4o,2B,"may, might",Nanotechnology-based,PubMed_OA
S043,UNCERTAIN,claude-3.5-sonnet,2B,"may, might",Nanotechnology-based,PubMed_OA
S043,UNCERTAIN,gemini-1.5-pro,2B,"may, might",Nanotechnology-based,PubMed_OA
S043,UNCERTAIN,gpt-4o,3A,"may, might",Nanotechnology-based,PubMed_OA
S043,UNCERTAIN,claude-3.5-sonnet,3A,"may, might",Nanotechnology-based,PubMed_OA
S043,UNCERTAIN,gemini-1.5-pro,3A,"may, might",Nanotechnology-based,PubMed_OA
S043,UNCERTAIN,gpt-4o,3B,"may, might",Nanotechnology-based,PubMed_OA
S043,UNCERTAIN,claude-3.5-sonnet,3B,"may, might",Nanotechnology-based,PubMed_OA
S043,UNCERTAIN,gemini-1.5-pro,3B,"may, might",Nanotechnology-based,PubMed_OA
S043,UNCERTAIN,gpt-4o,3C,"may, might",Nanotechnology-based,PubMed_OA
S043,UNCERTAIN,claude-3.5-sonnet,3C,"may, might",Nanotechnology-based,PubMed_OA
S043,UNCERTAIN,gemini-1.5-pro,3C,"may, might",Nanotechnology-based,PubMed_OA
S044,UNCERTAIN,gpt-4o,1A,potential,ALDM,PubMed_OA
S044,UNCERTAIN,claude-3.5-sonnet,1A,potential,ALDM,PubMed_OA
S044,UNCERTAIN,gemini-1.5-pro,1A,potential,ALDM,PubMed_OA
S044,UNCERTAIN,gpt-4o,1B,potential,ALDM,PubMed_OA
S044,UNCERTAIN,claude-3.5-sonnet,1B,potential,ALDM,PubMed_OA
S044,UNCERTAIN,gemini-1.5-pro,1B,potential,ALDM,PubMed_OA
S044,UNCERTAIN,gpt-4o,1C,potential,ALDM,PubMed_OA
S044,UNCERTAIN,claude-3.5-sonnet,1C,potential,ALDM,PubMed_OA
S044,UNCERTAIN,gemini-1.5-pro,1C,potential,ALDM,PubMed_OA
S044,UNCERTAIN,gpt-4o,2A,potential,ALDM,PubMed_OA
S044,UNCERTAIN,claude-3.5-sonnet,2A,potential,ALDM,PubMed_OA
S044,UNCERTAIN,gemini-1.5-pro,2A,potential,ALDM,PubMed_OA
S044,UNCERTAIN,gpt-4o,2B,potential,ALDM,PubMed_OA
S044,UNCERTAIN,claude-3.5-sonnet,2B,potential,ALDM,PubMed_OA
S044,UNCERTAIN,gemini-1.5-pro,2B,potential,ALDM,PubMed_OA
S044,UNCERTAIN,gpt-4o,3A,potential,ALDM,PubMed_OA
S044,UNCERTAIN,claude-3.5-sonnet,3A,potential,ALDM,PubMed_OA
S044,UNCERTAIN,gemini-1.5-pro,3A,potential,ALDM,PubMed_OA
S044,UNCERTAIN,gpt-4o,3B,potential,ALDM,PubMed_OA
S044,UNCERTAIN,claude-3.5-sonnet,3B,potential,ALDM,PubMed_OA
S044,UNCERTAIN,gemini-1.5-pro,3B,potential,ALDM,PubMed_OA
S044,UNCERTAIN,gpt-4o,3C,potential,ALDM,PubMed_OA
S044,UNCERTAIN,claude-3.5-sonnet,3C,potential,ALDM,PubMed_OA
S044,UNCERTAIN,gemini-1.5-pro,3C,potential,ALDM,PubMed_OA
S045,UNCERTAIN,gpt-4o,1A,proposes,Semi-ProtoPNet,PubMed_OA
S045,UNCERTAIN,claude-3.5-sonnet,1A,proposes,Semi-ProtoPNet,PubMed_OA
S045,UNCERTAIN,gemini-1.5-pro,1A,proposes,Semi-ProtoPNet,PubMed_OA
S045,UNCERTAIN,gpt-4o,1B,proposes,Semi-ProtoPNet,PubMed_OA
S045,UNCERTAIN,claude-3.5-sonnet,1B,proposes,Semi-ProtoPNet,PubMed_OA
S045,UNCERTAIN,gemini-1.5-pro,1B,proposes,Semi-ProtoPNet,PubMed_OA
S045,UNCERTAIN,gpt-4o,1C,proposes,Semi-ProtoPNet,PubMed_OA
S045,UNCERTAIN,claude-3.5-sonnet,1C,proposes,Semi-ProtoPNet,PubMed_OA
S045,UNCERTAIN,gemini-1.5-pro,1C,proposes,Semi-ProtoPNet,PubMed_OA
S045,UNCERTAIN,gpt-4o,2A,proposes,Semi-ProtoPNet,PubMed_OA
S045,UNCERTAIN,claude-3.5-sonnet,2A,proposes,Semi-ProtoPNet,PubMed_OA
S045,UNCERTAIN,gemini-1.5-pro,2A,proposes,Semi-ProtoPNet,PubMed_OA
S045,UNCERTAIN,gpt-4o,2B,proposes,Semi-ProtoPNet,PubMed_OA
S045,UNCERTAIN,claude-3.5-sonnet,2B,proposes,Semi-ProtoPNet,PubMed_OA
S045,UNCERTAIN,gemini-1.5-pro,2B,proposes,Semi-ProtoPNet,PubMed_OA
S045,UNCERTAIN,gpt-4o,3A,proposes,Semi-ProtoPNet,PubMed_OA
S045,UNCERTAIN,claude-3.5-sonnet,3A,proposes,Semi-ProtoPNet,PubMed_OA
S045,UNCERTAIN,gemini-1.5-pro,3A,proposes,Semi-ProtoPNet,PubMed_OA
S045,UNCERTAIN,gpt-4o,3B,proposes,Semi-ProtoPNet,PubMed_OA
S045,UNCERTAIN,claude-3.5-sonnet,3B,proposes,Semi-ProtoPNet,PubMed_OA
S045,UNCERTAIN,gemini-1.5-pro,3B,proposes,Semi-ProtoPNet,PubMed_OA
S045,UNCERTAIN,gpt-4o,3C,proposes,Semi-ProtoPNet,PubMed_OA
S045,UNCERTAIN,claude-3.5-sonnet,3C,proposes,Semi-ProtoPNet,PubMed_OA
S045,UNCERTAIN,gemini-1.5-pro,3C,proposes,Semi-ProtoPNet,PubMed_OA
S046,UNCERTAIN,gpt-4o,1A,potential,electron-chemical,PubMed_OA
S046,UNCERTAIN,claude-3.5-sonnet,1A,potential,electron-chemical,PubMed_OA
S046,UNCERTAIN,gemini-1.5-pro,1A,potential,electron-chemical,PubMed_OA
S046,UNCERTAIN,gpt-4o,1B,potential,electron-chemical,PubMed_OA
S046,UNCERTAIN,claude-3.5-sonnet,1B,potential,electron-chemical,PubMed_OA
S046,UNCERTAIN,gemini-1.5-pro,1B,potential,electron-chemical,PubMed_OA
S046,UNCERTAIN,gpt-4o,1C,potential,electron-chemical,PubMed_OA
S046,UNCERTAIN,claude-3.5-sonnet,1C,potential,electron-chemical,PubMed_OA
S046,UNCERTAIN,gemini-1.5-pro,1C,potential,electron-chemical,PubMed_OA
S046,UNCERTAIN,gpt-4o,2A,potential,electron-chemical,PubMed_OA
S046,UNCERTAIN,claude-3.5-sonnet,2A,potential,electron-chemical,PubMed_OA
S046,UNCERTAIN,gemini-1.5-pro,2A,potential,electron-chemical,PubMed_OA
S046,UNCERTAIN,gpt-4o,2B,potential,electron-chemical,PubMed_OA
S046,UNCERTAIN,claude-3.5-sonnet,2B,potential,electron-chemical,PubMed_OA
S046,UNCERTAIN,gemini-1.5-pro,2B,potential,electron-chemical,PubMed_OA
S046,UNCERTAIN,gpt-4o,3A,potential,electron-chemical,PubMed_OA
S046,UNCERTAIN,claude-3.5-sonnet,3A,potential,electron-chemical,PubMed_OA
S046,UNCERTAIN,gemini-1.5-pro,3A,potential,electron-chemical,PubMed_OA
S046,UNCERTAIN,gpt-4o,3B,potential,electron-chemical,PubMed_OA
S046,UNCERTAIN,claude-3.5-sonnet,3B,potential,electron-chemical,PubMed_OA
S046,UNCERTAIN,gemini-1.5-pro,3B,potential,electron-chemical,PubMed_OA
S046,UNCERTAIN,gpt-4o,3C,potential,electron-chemical,PubMed_OA
S046,UNCERTAIN,claude-3.5-sonnet,3C,potential,electron-chemical,PubMed_OA
S046,UNCERTAIN,gemini-1.5-pro,3C,potential,electron-chemical,PubMed_OA
S047,UNCERTAIN,gpt-4o,1A,suggest,parameters,PubMed_OA
S047,UNCERTAIN,claude-3.5-sonnet,1A,suggest,parameters,PubMed_OA
S047,UNCERTAIN,gemini-1.5-pro,1A,suggest,parameters,PubMed_OA
S047,UNCERTAIN,gpt-4o,1B,suggest,parameters,PubMed_OA
S047,UNCERTAIN,claude-3.5-sonnet,1B,suggest,parameters,PubMed_OA
S047,UNCERTAIN,gemini-1.5-pro,1B,suggest,parameters,PubMed_OA
S047,UNCERTAIN,gpt-4o,1C,suggest,parameters,PubMed_OA
S047,UNCERTAIN,claude-3.5-sonnet,1C,suggest,parameters,PubMed_OA
S047,UNCERTAIN,gemini-1.5-pro,1C,suggest,parameters,PubMed_OA
S047,UNCERTAIN,gpt-4o,2A,suggest,parameters,PubMed_OA
S047,UNCERTAIN,claude-3.5-sonnet,2A,suggest,parameters,PubMed_OA
S047,UNCERTAIN,gemini-1.5-pro,2A,suggest,parameters,PubMed_OA
S047,UNCERTAIN,gpt-4o,2B,suggest,parameters,PubMed_OA
S047,UNCERTAIN,claude-3.5-sonnet,2B,suggest,parameters,PubMed_OA
S047,UNCERTAIN,gemini-1.5-pro,2B,suggest,parameters,PubMed_OA
S047,UNCERTAIN,gpt-4o,3A,suggest,parameters,PubMed_OA
S047,UNCERTAIN,claude-3.5-sonnet,3A,suggest,parameters,PubMed_OA
S047,UNCERTAIN,gemini-1.5-pro,3A,suggest,parameters,PubMed_OA
S047,UNCERTAIN,gpt-4o,3B,suggest,parameters,PubMed_OA
S047,UNCERTAIN,claude-3.5-sonnet,3B,suggest,parameters,PubMed_OA
S047,UNCERTAIN,gemini-1.5-pro,3B,suggest,parameters,PubMed_OA
S047,UNCERTAIN,gpt-4o,3C,suggest,parameters,PubMed_OA
S047,UNCERTAIN,claude-3.5-sonnet,3C,suggest,parameters,PubMed_OA
S047,UNCERTAIN,gemini-1.5-pro,3C,suggest,parameters,PubMed_OA
S048,UNCERTAIN,gpt-4o,1A,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,claude-3.5-sonnet,1A,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gemini-1.5-pro,1A,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gpt-4o,1B,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,claude-3.5-sonnet,1B,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gemini-1.5-pro,1B,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gpt-4o,1C,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,claude-3.5-sonnet,1C,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gemini-1.5-pro,1C,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gpt-4o,2A,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,claude-3.5-sonnet,2A,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gemini-1.5-pro,2A,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gpt-4o,2B,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,claude-3.5-sonnet,2B,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gemini-1.5-pro,2B,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gpt-4o,3A,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,claude-3.5-sonnet,3A,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gemini-1.5-pro,3A,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gpt-4o,3B,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,claude-3.5-sonnet,3B,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gemini-1.5-pro,3B,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gpt-4o,3C,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,claude-3.5-sonnet,3C,proposed,Throughout,PubMed_OA
S048,UNCERTAIN,gemini-1.5-pro,3C,proposed,Throughout,PubMed_OA
S049,UNCERTAIN,gpt-4o,1A,may,restorations,PubMed_OA
S049,UNCERTAIN,claude-3.5-sonnet,1A,may,restorations,PubMed_OA
S049,UNCERTAIN,gemini-1.5-pro,1A,may,restorations,PubMed_OA
S049,UNCERTAIN,gpt-4o,1B,may,restorations,PubMed_OA
S049,UNCERTAIN,claude-3.5-sonnet,1B,may,restorations,PubMed_OA
S049,UNCERTAIN,gemini-1.5-pro,1B,may,restorations,PubMed_OA
S049,UNCERTAIN,gpt-4o,1C,may,restorations,PubMed_OA
S049,UNCERTAIN,claude-3.5-sonnet,1C,may,restorations,PubMed_OA
S049,UNCERTAIN,gemini-1.5-pro,1C,may,restorations,PubMed_OA
S049,UNCERTAIN,gpt-4o,2A,may,restorations,PubMed_OA
S049,UNCERTAIN,claude-3.5-sonnet,2A,may,restorations,PubMed_OA
S049,UNCERTAIN,gemini-1.5-pro,2A,may,restorations,PubMed_OA
S049,UNCERTAIN,gpt-4o,2B,may,restorations,PubMed_OA
S049,UNCERTAIN,claude-3.5-sonnet,2B,may,restorations,PubMed_OA
S049,UNCERTAIN,gemini-1.5-pro,2B,may,restorations,PubMed_OA
S049,UNCERTAIN,gpt-4o,3A,may,restorations,PubMed_OA
S049,UNCERTAIN,claude-3.5-sonnet,3A,may,restorations,PubMed_OA
S049,UNCERTAIN,gemini-1.5-pro,3A,may,restorations,PubMed_OA
S049,UNCERTAIN,gpt-4o,3B,may,restorations,PubMed_OA
S049,UNCERTAIN,claude-3.5-sonnet,3B,may,restorations,PubMed_OA
S049,UNCERTAIN,gemini-1.5-pro,3B,may,restorations,PubMed_OA
S049,UNCERTAIN,gpt-4o,3C,may,restorations,PubMed_OA
S049,UNCERTAIN,claude-3.5-sonnet,3C,may,restorations,PubMed_OA
S049,UNCERTAIN,gemini-1.5-pro,3C,may,restorations,PubMed_OA
S050,UNCERTAIN,gpt-4o,1A,propose,polarization,PubMed_OA
S050,UNCERTAIN,claude-3.5-sonnet,1A,propose,polarization,PubMed_OA
S050,UNCERTAIN,gemini-1.5-pro,1A,propose,polarization,PubMed_OA
S050,UNCERTAIN,gpt-4o,1B,propose,polarization,PubMed_OA
S050,UNCERTAIN,claude-3.5-sonnet,1B,propose,polarization,PubMed_OA
S050,UNCERTAIN,gemini-1.5-pro,1B,propose,polarization,PubMed_OA
S050,UNCERTAIN,gpt-4o,1C,propose,polarization,PubMed_OA
S050,UNCERTAIN,claude-3.5-sonnet,1C,propose,polarization,PubMed_OA
S050,UNCERTAIN,gemini-1.5-pro,1C,propose,polarization,PubMed_OA
S050,UNCERTAIN,gpt-4o,2A,propose,polarization,PubMed_OA
S050,UNCERTAIN,claude-3.5-sonnet,2A,propose,polarization,PubMed_OA
S050,UNCERTAIN,gemini-1.5-pro,2A,propose,polarization,PubMed_OA
S050,UNCERTAIN,gpt-4o,2B,propose,polarization,PubMed_OA
S050,UNCERTAIN,claude-3.5-sonnet,2B,propose,polarization,PubMed_OA
S050,UNCERTAIN,gemini-1.5-pro,2B,propose,polarization,PubMed_OA
S050,UNCERTAIN,gpt-4o,3A,propose,polarization,PubMed_OA
S050,UNCERTAIN,claude-3.5-sonnet,3A,propose,polarization,PubMed_OA
S050,UNCERTAIN,gemini-1.5-pro,3A,propose,polarization,PubMed_OA
S050,UNCERTAIN,gpt-4o,3B,propose,polarization,PubMed_OA
S050,UNCERTAIN,claude-3.5-sonnet,3B,propose,polarization,PubMed_OA
S050,UNCERTAIN,gemini-1.5-pro,3B,propose,polarization,PubMed_OA
S050,UNCERTAIN,gpt-4o,3C,propose,polarization,PubMed_OA
S050,UNCERTAIN,claude-3.5-sonnet,3C,propose,polarization,PubMed_OA
S050,UNCERTAIN,gemini-1.5-pro,3C,propose,polarization,PubMed_OA
S051,ASSERTIVE,gpt-4o,1A,N/A,CMB,PubMed_OA
S051,ASSERTIVE,claude-3.5-sonnet,1A,N/A,CMB,PubMed_OA
S051,ASSERTIVE,gemini-1.5-pro,1A,N/A,CMB,PubMed_OA
S051,ASSERTIVE,gpt-4o,1B,N/A,CMB,PubMed_OA
S051,ASSERTIVE,claude-3.5-sonnet,1B,N/A,CMB,PubMed_OA
S051,ASSERTIVE,gemini-1.5-pro,1B,N/A,CMB,PubMed_OA
S051,ASSERTIVE,gpt-4o,1C,N/A,CMB,PubMed_OA
S051,ASSERTIVE,claude-3.5-sonnet,1C,N/A,CMB,PubMed_OA
S051,ASSERTIVE,gemini-1.5-pro,1C,N/A,CMB,PubMed_OA
S051,ASSERTIVE,gpt-4o,2A,N/A,CMB,PubMed_OA
S051,ASSERTIVE,claude-3.5-sonnet,2A,N/A,CMB,PubMed_OA
S051,ASSERTIVE,gemini-1.5-pro,2A,N/A,CMB,PubMed_OA
S051,ASSERTIVE,gpt-4o,2B,N/A,CMB,PubMed_OA
S051,ASSERTIVE,claude-3.5-sonnet,2B,N/A,CMB,PubMed_OA
S051,ASSERTIVE,gemini-1.5-pro,2B,N/A,CMB,PubMed_OA
S051,ASSERTIVE,gpt-4o,3A,N/A,CMB,PubMed_OA
S051,ASSERTIVE,claude-3.5-sonnet,3A,N/A,CMB,PubMed_OA
S051,ASSERTIVE,gemini-1.5-pro,3A,N/A,CMB,PubMed_OA
S051,ASSERTIVE,gpt-4o,3B,N/A,CMB,PubMed_OA
S051,ASSERTIVE,claude-3.5-sonnet,3B,N/A,CMB,PubMed_OA
